idDeputadoAutor,idProposicao,tipoAutor,proponente
204528.0,2481478,Deputado(a),1
204536.0,2481478,Deputado(a),0
220645.0,2481477,Deputado(a),1
74159.0,2481476,Deputado(a),0
141470.0,2481476,Deputado(a),1
160553.0,2481476,Deputado(a),0
178854.0,2481476,Deputado(a),0
220559.0,2481475,Deputado(a),1
156190.0,2481474,Deputado(a),1
220559.0,2481473,Deputado(a),1
156190.0,2481472,Deputado(a),1
160553.0,2481470,Deputado(a),0
178854.0,2481470,Deputado(a),0
204450.0,2481470,Deputado(a),1
204571.0,2481469,Deputado(a),1
204571.0,2481468,Deputado(a),1
220654.0,2481467,Deputado(a),1
98615.0,2481466,Deputado(a),0
220665.0,2481466,Deputado(a),1
220695.0,2481466,Deputado(a),0
160553.0,2481466,Deputado(a),0
178854.0,2481466,Deputado(a),0
178937.0,2481466,Deputado(a),0
204372.0,2481466,Deputado(a),0
198197.0,2481465,Deputado(a),1
220654.0,2481464,Deputado(a),1
74856.0,2481463,Deputado(a),1
204528.0,2481459,Deputado(a),1
204528.0,2481458,Deputado(a),1
204528.0,2481457,Deputado(a),1
178854.0,2481455,Deputado(a),1
178854.0,2481454,Deputado(a),1
220654.0,2481453,Deputado(a),1
74856.0,2481452,Deputado(a),0
220543.0,2481452,Deputado(a),1
220599.0,2481451,Deputado(a),1
160665.0,2481450,Deputado(a),1
220654.0,2481449,Deputado(a),1
220695.0,2481448,Deputado(a),0
160629.0,2481448,Deputado(a),1
74856.0,2481447,Deputado(a),1
178829.0,2481444,Deputado(a),1
220642.0,2481441,Deputado(a),1
220701.0,2481441,Deputado(a),1
220572.0,2481440,Deputado(a),1
160553.0,2481440,Deputado(a),0
178854.0,2481440,Deputado(a),1
178937.0,2481440,Deputado(a),0
204517.0,2481440,Deputado(a),1
220654.0,2481438,Deputado(a),1
160512.0,2481436,Deputado(a),1
220654.0,2481435,Deputado(a),1
74856.0,2481434,Deputado(a),1
220654.0,2481433,Deputado(a),1
178857.0,2481432,Deputado(a),1
178871.0,2481430,Deputado(a),1
74478.0,2481429,Deputado(a),1
74478.0,2481428,Deputado(a),1
74478.0,2481427,Deputado(a),1
220557.0,2481426,Deputado(a),1
160512.0,2481425,Deputado(a),1
220561.0,2481424,Deputado(a),1
220582.0,2481422,Deputado(a),1
204536.0,2481419,Deputado(a),1
204536.0,2481418,Deputado(a),1
220542.0,2481417,Deputado(a),1
143632.0,2481414,Deputado(a),1
143632.0,2481413,Deputado(a),1
80815.0,2481411,Deputado(a),1
178835.0,2481411,Deputado(a),0
74428.0,2481410,Deputado(a),1
220686.0,2481409,Deputado(a),1
220654.0,2481408,Deputado(a),1
220645.0,2481407,Deputado(a),0
74398.0,2481407,Deputado(a),1
74159.0,2481407,Deputado(a),1
160553.0,2481407,Deputado(a),0
178854.0,2481407,Deputado(a),0
178947.0,2481407,Deputado(a),1
160512.0,2481406,Deputado(a),1
123756.0,2481405,Deputado(a),0
74574.0,2481405,Deputado(a),0
214694.0,2481405,Deputado(a),0
74856.0,2481405,Deputado(a),0
141480.0,2481405,Deputado(a),0
220587.0,2481405,Deputado(a),1
220633.0,2481405,Deputado(a),1
220597.0,2481405,Deputado(a),1
220573.0,2481405,Deputado(a),0
220656.0,2481405,Deputado(a),0
220566.0,2481405,Deputado(a),1
220542.0,2481405,Deputado(a),0
220672.0,2481405,Deputado(a),0
220574.0,2481405,Deputado(a),0
220662.0,2481405,Deputado(a),1
220684.0,2481405,Deputado(a),1
220685.0,2481405,Deputado(a),0
220598.0,2481405,Deputado(a),1
160161.0,2481405,Deputado(a),0
220549.0,2481405,Deputado(a),0
98148.0,2481405,Deputado(a),0
220556.0,2481405,Deputado(a),1
220635.0,2481405,Deputado(a),1
220550.0,2481405,Deputado(a),1
220601.0,2481405,Deputado(a),0
220638.0,2481405,Deputado(a),0
220605.0,2481405,Deputado(a),1
220641.0,2481405,Deputado(a),0
220591.0,2481405,Deputado(a),0
220533.0,2481405,Deputado(a),0
153423.0,2481405,Deputado(a),1
220552.0,2481405,Deputado(a),0
123086.0,2481405,Deputado(a),1
220607.0,2481405,Deputado(a),1
220688.0,2481405,Deputado(a),1
220553.0,2481405,Deputado(a),0
220690.0,2481405,Deputado(a),0
220691.0,2481405,Deputado(a),0
91228.0,2481405,Deputado(a),1
80815.0,2481405,Deputado(a),0
220536.0,2481405,Deputado(a),1
220693.0,2481405,Deputado(a),1
220674.0,2481405,Deputado(a),0
220569.0,2481405,Deputado(a),0
220560.0,2481405,Deputado(a),1
220714.0,2481405,Deputado(a),1
220611.0,2481405,Deputado(a),0
220570.0,2481405,Deputado(a),1
220658.0,2481405,Deputado(a),0
220697.0,2481405,Deputado(a),0
220676.0,2481405,Deputado(a),0
220554.0,2481405,Deputado(a),1
220626.0,2481405,Deputado(a),0
220578.0,2481405,Deputado(a),1
220539.0,2481405,Deputado(a),1
220558.0,2481405,Deputado(a),1
162067.0,2481405,Deputado(a),1
220647.0,2481405,Deputado(a),0
220648.0,2481405,Deputado(a),0
220649.0,2481405,Deputado(a),0
220650.0,2481405,Deputado(a),1
220592.0,2481405,Deputado(a),0
220615.0,2481405,Deputado(a),0
220617.0,2481405,Deputado(a),0
220629.0,2481405,Deputado(a),1
220528.0,2481405,Deputado(a),1
220529.0,2481405,Deputado(a),1
220563.0,2481405,Deputado(a),0
220618.0,2481405,Deputado(a),0
220654.0,2481405,Deputado(a),1
220581.0,2481405,Deputado(a),1
161440.0,2481405,Deputado(a),0
220632.0,2481405,Deputado(a),0
220585.0,2481405,Deputado(a),1
220572.0,2481405,Deputado(a),0
220619.0,2481405,Deputado(a),1
220660.0,2481405,Deputado(a),1
220655.0,2481405,Deputado(a),1
220706.0,2481405,Deputado(a),1
220586.0,2481405,Deputado(a),1
74550.0,2481405,Deputado(a),0
74043.0,2481405,Deputado(a),1
73486.0,2481405,Deputado(a),0
73579.0,2481405,Deputado(a),1
73692.0,2481405,Deputado(a),0
74253.0,2481405,Deputado(a),0
74398.0,2481405,Deputado(a),1
