idDeputado,idProposicao,voto,idVotacao
204379,2476101,Não,1197773-140
220714,2476101,Não,1197773-140
221328,2476101,Não,1197773-140
204560,2476101,Não,1197773-140
204528,2476101,Não,1197773-140
121948,2476101,Não,1197773-140
178835,2476101,Não,1197773-140
204495,2476101,Não,1197773-140
204549,2476101,Não,1197773-140
73579,2476101,Não,1197773-140
220538,2476101,Não,1197773-140
160559,2476101,Não,1197773-140
204501,2476101,Sim,1197773-140
220542,2476101,Não,1197773-140
160545,2476101,Não,1197773-140
221148,2476101,Não,1197773-140
220576,2476101,Sim,1197773-140
74057,2476101,Não,1197773-140
178881,2476101,Não,1197773-140
220707,2476101,Não,1197773-140
204356,2476101,Não,1197773-140
220715,2476101,Não,1197773-140
107970,2476101,Não,1197773-140
220556,2476101,Sim,1197773-140
220632,2476101,Não,1197773-140
204423,2476101,Não,1197773-140
133439,2476101,Não,1197773-140
178882,2476101,Não,1197773-140
204515,2476101,Não,1197773-140
123756,2476101,Não,1197773-140
220544,2476101,Não,1197773-140
220638,2476101,Não,1197773-140
220675,2476101,Não,1197773-140
73433,2476101,Não,1197773-140
141391,2476101,Não,1197773-140
160541,2476101,Artigo 17,1197773-140
74090,2476101,Não,1197773-140
123086,2476101,Não,1197773-140
160665,2476101,Não,1197773-140
220577,2476101,Não,1197773-140
160512,2476101,Não,1197773-140
69871,2476101,Não,1197773-140
178975,2476101,Não,1197773-140
220605,2476101,Não,1197773-140
220612,2476101,Não,1197773-140
73701,2476101,Não,1197773-140
109429,2476101,Não,1197773-140
204358,2476101,Não,1197773-140
204374,2476101,Não,1197773-140
204388,2476101,Não,1197773-140
160538,2476101,Não,1197773-140
220635,2476101,Não,1197773-140
220574,2476101,Não,1197773-140
220548,2476101,Sim,1197773-140
220690,2476101,Não,1197773-140
178829,2476101,Não,1197773-140
204507,2476101,Não,1197773-140
204361,2476101,Não,1197773-140
178962,2476101,Não,1197773-140
178993,2476101,Sim,1197773-140
204460,2476101,Não,1197773-140
74262,2476101,Não,1197773-140
204426,2476101,Sim,1197773-140
141398,2476101,Não,1197773-140
164360,2476101,Não,1197773-140
204369,2476101,Não,1197773-140
220699,2476101,Não,1197773-140
178876,2476101,Não,1197773-140
204488,2476101,Não,1197773-140
73441,2476101,Não,1197773-140
204504,2476101,Sim,1197773-140
74171,2476101,Não,1197773-140
204462,2476101,Não,1197773-140
220665,2476101,Não,1197773-140
74537,2476101,Não,1197773-140
141408,2476101,Não,1197773-140
88256,2476101,Não,1197773-140
98148,2476101,Não,1197773-140
220594,2476101,Não,1197773-140
204378,2476101,Não,1197773-140
220595,2476101,Sim,1197773-140
220666,2476101,Não,1197773-140
220590,2476101,Não,1197773-140
220608,2476101,Não,1197773-140
204355,2476101,Não,1197773-140
141411,2476101,Não,1197773-140
220555,2476101,Sim,1197773-140
74467,2476101,Não,1197773-140
220629,2476101,Não,1197773-140
220571,2476101,Não,1197773-140
74060,2476101,Não,1197773-140
220582,2476101,Não,1197773-140
204409,2476101,Não,1197773-140
204459,2476101,Não,1197773-140
220557,2476101,Não,1197773-140
62881,2476101,Não,1197773-140
204511,2476101,Não,1197773-140
220539,2476101,Não,1197773-140
220565,2476101,Não,1197773-140
220625,2476101,Não,1197773-140
220561,2476101,Não,1197773-140
220642,2476101,Não,1197773-140
220673,2476101,Não,1197773-140
220649,2476101,Não,1197773-140
220583,2476101,Não,1197773-140
204512,2476101,Não,1197773-140
220701,2476101,Não,1197773-140
220652,2476101,Não,1197773-140
220654,2476101,Não,1197773-140
220619,2476101,Não,1197773-140
220553,2476101,Não,1197773-140
220691,2476101,Não,1197773-140
178929,2476101,Não,1197773-140
73768,2476101,Não,1197773-140
220671,2476101,Não,1197773-140
160599,2476101,Sim,1197773-140
220602,2476101,Não,1197773-140
143632,2476101,Não,1197773-140
160758,2476101,Não,1197773-140
220573,2476101,Não,1197773-140
227433,2476101,Não,1197773-140
221339,2476101,Não,1197773-140
220614,2476101,Não,1197773-140
220610,2476101,Não,1197773-140
220688,2476101,Sim,1197773-140
204518,2476101,Não,1197773-140
204481,2476101,Não,1197773-140
204351,2476101,Não,1197773-140
220528,2476101,Não,1197773-140
204412,2476101,Não,1197773-140
220674,2476101,Não,1197773-140
230088,2476101,Não,1197773-140
220686,2476101,Não,1197773-140
220540,2476101,Não,1197773-140
204541,2476101,Não,1197773-140
92346,2476101,Não,1197773-140
141421,2476101,Não,1197773-140
220589,2476101,Não,1197773-140
204364,2476101,Não,1197773-140
218086,2476101,Não,1197773-140
198783,2476101,Não,1197773-140
161550,2476101,Não,1197773-140
220663,2476101,Sim,1197773-140
220645,2476101,Não,1197773-140
160575,2476101,Não,1197773-140
160640,2476101,Não,1197773-140
204482,2476101,Não,1197773-140
74454,2476101,Não,1197773-140
178871,2476101,Não,1197773-140
171623,2476101,Não,1197773-140
204368,2476101,Não,1197773-140
220653,2476101,Não,1197773-140
220712,2476101,Não,1197773-140
66828,2476101,Não,1197773-140
72442,2476101,Sim,1197773-140
204398,2476101,Não,1197773-140
220656,2476101,Não,1197773-140
141431,2476101,Não,1197773-140
204445,2476101,Não,1197773-140
92699,2476101,Não,1197773-140
204427,2476101,Sim,1197773-140
204411,2476101,Não,1197773-140
220545,2476101,Não,1197773-140
160598,2476101,Não,1197773-140
191923,2476101,Não,1197773-140
220700,2476101,Não,1197773-140
220551,2476101,Não,1197773-140
220534,2476101,Não,1197773-140
224117,2476101,Não,1197773-140
220708,2476101,Não,1197773-140
204473,2476101,Não,1197773-140
220611,2476101,Não,1197773-140
74374,2476101,Não,1197773-140
220587,2476101,Sim,1197773-140
204394,2476101,Não,1197773-140
74383,2476101,Não,1197773-140
204491,2476101,Não,1197773-140
220529,2476101,Não,1197773-140
204365,2476101,Não,1197773-140
220526,2476101,Não,1197773-140
220531,2476101,Não,1197773-140
160673,2476101,Não,1197773-140
226179,2476101,Não,1197773-140
152605,2476101,Abstenção,1197773-140
204419,2476101,Não,1197773-140
107283,2476101,Não,1197773-140
198197,2476101,Não,1197773-140
220639,2476101,Não,1197773-140
220664,2476101,Sim,1197773-140
220568,2476101,Não,1197773-140
204408,2476101,Não,1197773-140
178964,2476101,Não,1197773-140
178873,2476101,Não,1197773-140
220537,2476101,Não,1197773-140
204444,2476101,Não,1197773-140
220672,2476101,Não,1197773-140
204539,2476101,Não,1197773-140
141450,2476101,Não,1197773-140
160674,2476101,Não,1197773-140
220563,2476101,Não,1197773-140
204533,2476101,Não,1197773-140
204508,2476101,Não,1197773-140
98615,2476101,Não,1197773-140
204436,2476101,Não,1197773-140
73531,2476101,Não,1197773-140
220696,2476101,Não,1197773-140
220527,2476101,Não,1197773-140
220697,2476101,Não,1197773-140
74848,2476101,Não,1197773-140
220567,2476101,Não,1197773-140
74273,2476101,Não,1197773-140
141456,2476101,Não,1197773-140
141458,2476101,Não,1197773-140
178970,2476101,Não,1197773-140
141459,2476101,Não,1197773-140
178910,2476101,Não,1197773-140
160548,2476101,Sim,1197773-140
205550,2476101,Não,1197773-140
214694,2476101,Não,1197773-140
178857,2476101,Não,1197773-140
141464,2476101,Não,1197773-140
141470,2476101,Não,1197773-140
204472,2476101,Não,1197773-140
204391,2476101,Não,1197773-140
74554,2476101,Não,1197773-140
209189,2476101,Não,1197773-140
220578,2476101,Não,1197773-140
215043,2476101,Não,1197773-140
204474,2476101,Sim,1197773-140
220559,2476101,Não,1197773-140
220640,2476101,Não,1197773-140
66385,2476101,Não,1197773-140
74317,2476101,Não,1197773-140
74253,2476101,Não,1197773-140
204457,2476101,Não,1197773-140
204497,2476101,Não,1197773-140
204574,2476101,Não,1197773-140
220677,2476101,Não,1197773-140
162067,2476101,Não,1197773-140
204536,2476101,Não,1197773-140
98057,2476101,Não,1197773-140
74856,2476101,Não,1197773-140
141480,2476101,Não,1197773-140
220600,2476101,Não,1197773-140
220566,2476101,Não,1197773-140
80815,2476101,Não,1197773-140
74156,2476101,Não,1197773-140
92102,2476101,Não,1197773-140
139285,2476101,Não,1197773-140
74585,2476101,Não,1197773-140
74858,2476101,Não,1197773-140
220662,2476101,Sim,1197773-140
204404,2476101,Não,1197773-140
138286,2476101,Não,1197773-140
220581,2476101,Não,1197773-140
74478,2476101,Não,1197773-140
178931,2476101,Não,1197773-140
220616,2476101,Não,1197773-140
160510,2476101,Não,1197773-140
204410,2476101,Não,1197773-140
141485,2476101,Não,1197773-140
204485,2476101,Não,1197773-140
74041,2476101,Não,1197773-140
141487,2476101,Não,1197773-140
220658,2476101,Não,1197773-140
204455,2476101,Não,1197773-140
162332,2476101,Não,1197773-140
204526,2476101,Não,1197773-140
178866,2476101,Não,1197773-140
220669,2476101,Não,1197773-140
156190,2476101,Não,1197773-140
179000,2476101,Não,1197773-140
220599,2476101,Não,1197773-140
133810,2476101,Não,1197773-140
160161,2476101,Não,1197773-140
178983,2476101,Não,1197773-140
179001,2476101,Não,1197773-140
220687,2476101,Não,1197773-140
81055,2476101,Não,1197773-140
160535,2476101,Não,1197773-140
204431,2476101,Não,1197773-140
220547,2476101,Não,1197773-140
220604,2476101,Não,1197773-140
74398,2476101,Não,1197773-140
204540,2476101,Não,1197773-140
220655,2476101,Não,1197773-140
74158,2476101,Não,1197773-140
178858,2476101,Não,1197773-140
220572,2476101,Não,1197773-140
178843,2476101,Não,1197773-140
220661,2476101,Não,1197773-140
220628,2476101,Não,1197773-140
220550,2476101,Não,1197773-140
220647,2476101,Não,1197773-140
204486,2476101,Não,1197773-140
220607,2476101,Não,1197773-140
220591,2476101,Não,1197773-140
74428,2476101,Não,1197773-140
188097,2476101,Não,1197773-140
220585,2476101,Não,1197773-140
220530,2476101,Não,1197773-140
171786,2476101,Não,1197773-140
178985,2476101,Não,1197773-140
178895,2476101,Não,1197773-140
220617,2476101,Não,1197773-140
220584,2476101,Não,1197773-140
220703,2476101,Não,1197773-140
229939,2476101,Não,1197773-140
178896,2476101,Não,1197773-140
204479,2476101,Não,1197773-140
209787,2476101,Não,1197773-140
178986,2476101,Não,1197773-140
74159,2476101,Não,1197773-140
204498,2476101,Não,1197773-140
178987,2476101,Não,1197773-140
73692,2476101,Não,1197773-140
204422,2476101,Não,1197773-140
204441,2476101,Não,1197773-140
204573,2476101,Não,1197773-140
160556,2476101,Não,1197773-140
180214,2476101,Não,1197773-140
160642,2476101,Não,1197773-140
204570,2476101,Não,1197773-140
220615,2476101,Não,1197773-140
204553,2476101,Não,1197773-140
171617,2476101,Não,1197773-140
220627,2476101,Não,1197773-140
141516,2476101,Não,1197773-140
220650,2476101,Não,1197773-140
178860,2476101,Não,1197773-140
160517,2476101,Não,1197773-140
160558,2476101,Não,1197773-140
204492,2476101,Não,1197773-140
220685,2476101,Não,1197773-140
74574,2476101,Não,1197773-140
220630,2476101,Não,1197773-140
122974,2476101,Não,1197773-140
204395,2476101,Não,1197773-140
122158,2476101,Não,1197773-140
160604,2476101,Não,1197773-140
204406,2476101,Não,1197773-140
161440,2476101,Não,1197773-140
204524,2476101,Não,1197773-140
73486,2476101,Não,1197773-140
160601,2476101,Não,1197773-140
220533,2476101,Não,1197773-140
204390,2476101,Não,1197773-140
221338,2476101,Não,1197773-140
220586,2476101,Não,1197773-140
220626,2476101,Não,1197773-140
204567,2476101,Não,1197773-140
74084,2476101,Não,1197773-140
74161,2476101,Não,1197773-140
221378,2476101,Não,1197773-140
220606,2476101,Não,1197773-140
205865,2476101,Não,1197773-140
178989,2476101,Não,1197773-140
73801,2476101,Não,1197773-140
220543,2476101,Não,1197773-140
204362,2476101,Não,1197773-140
220633,2476101,Não,1197773-140
204489,2476101,Não,1197773-140
220693,2476101,Não,1197773-140
220588,2476101,Não,1197773-140
220613,2476101,Não,1197773-140
220624,2476101,Não,1197773-140
220546,2476101,Não,1197773-140
141531,2476101,Não,1197773-140
223128,2476101,Não,1197773-140
220641,2476101,Não,1197773-140
165470,2476101,Não,1197773-140
220695,2476101,Não,1197773-140
204480,2476101,Não,1197773-140
160629,2476101,Não,1197773-140
204525,2476101,Não,1197773-140
178945,2476101,Não,1197773-140
220644,2476101,Sim,1197773-140
220620,2476101,Não,1197773-140
74371,2476101,Não,1197773-140
178887,2476101,Não,1197773-140
73604,2476101,Não,1197773-140
160635,2476101,Não,1197773-140
204535,2476101,Não,1197773-140
220631,2476101,Não,1197773-140
204416,2476101,Não,1197773-140
204387,2476101,Não,1197773-140
220621,2476101,Não,1197773-140
220618,2476101,Não,1197773-140
220713,2476101,Não,1197773-140
226837,2476101,Não,1197773-140
178933,2476101,Não,1197773-140
204557,2476101,Sim,1197773-140
74356,2476101,Não,1197773-140
204360,2476101,Não,1197773-140
220579,2476101,Sim,1197773-140
220569,2476101,Não,1197773-140
220651,2476101,Não,1197773-140
104552,2476101,Não,1197773-140
220575,2476101,Não,1197773-140
178947,2476101,Não,1197773-140
204534,2476101,Sim,1197773-140
230177,2476101,Não,1197773-140
220682,2476101,Não,1197773-140
204464,2476101,Não,1197773-140
220598,2476101,Não,1197773-140
220560,2476101,Não,1197773-140
220597,2476101,Não,1197773-140
220684,2476101,Não,1197773-140
160976,2476101,Não,1197773-140
178934,2476101,Não,1197773-140
74376,2476101,Não,1197773-140
204396,2476101,Não,1197773-140
74283,2476101,Não,1197773-140
137070,2476101,Não,1197773-140
141555,2476101,Não,1197773-140
160591,2476101,Não,1197773-140
178992,2476101,Não,1197773-140
91228,2476101,Não,1197773-140
160569,2476101,Não,1197773-140
220601,2476101,Não,1197773-140
160518,2476101,Não,1197773-140
74043,2476101,Não,1197773-140
224333,2476101,Não,1197773-140
220536,2476101,Não,1197773-140
204559,2476101,Não,1197773-140
220558,2476101,Não,1197773-140
160592,2476101,Não,1197773-140
220592,2476101,Não,1197773-140
220552,2476101,Não,1197773-140
220576,2477783,Sim,1212491-84
69871,2477783,Não,1212491-84
204374,2477783,Sim,1212491-84
204572,2477783,Sim,1212491-84
204369,2477783,Sim,1212491-84
206018,2477783,Não,1212491-84
74171,2477783,Não,1212491-84
204462,2477783,Sim,1212491-84
220595,2477783,Sim,1212491-84
220629,2477783,Não,1212491-84
220539,2477783,Sim,1212491-84
220561,2477783,Não,1212491-84
178908,2477783,Sim,1212491-84
204512,2477783,Sim,1212491-84
220619,2477783,Sim,1212491-84
204481,2477783,Sim,1212491-84
160575,2477783,Não,1212491-84
220656,2477783,Sim,1212491-84
191923,2477783,Não,1212491-84
220529,2477783,Sim,1212491-84
226179,2477783,Sim,1212491-84
178873,2477783,Não,1212491-84
141470,2477783,Não,1212491-84
204472,2477783,Sim,1212491-84
204474,2477783,Sim,1212491-84
220559,2477783,Sim,1212491-84
204536,2477783,Não,1212491-84
98057,2477783,Sim,1212491-84
74856,2477783,Não,1212491-84
204404,2477783,Sim,1212491-84
74041,2477783,Não,1212491-84
204526,2477783,Sim,1212491-84
178943,2477783,Sim,1212491-84
220550,2477783,Sim,1212491-84
204479,2477783,Sim,1212491-84
204498,2477783,Sim,1212491-84
74160,2477783,Não,1212491-84
220630,2477783,Não,1212491-84
220667,2477783,Não,1212491-84
204395,2477783,Sim,1212491-84
160601,2477783,Sim,1212491-84
73801,2477783,Não,1212491-84
220588,2477783,Sim,1212491-84
220546,2477783,Sim,1212491-84
165470,2477783,Sim,1212491-84
204557,2477783,Não,1212491-84
220651,2477783,Sim,1212491-84
204534,2477783,Não,1212491-84
178934,2477783,Sim,1212491-84
91228,2477783,Não,1212491-84
224333,2477783,Não,1212491-84
69871,2426519,Não,1301141-69
204374,2426519,Não,1301141-69
204572,2426519,Não,1301141-69
204369,2426519,Não,1301141-69
206018,2426519,Sim,1301141-69
204504,2426519,Não,1301141-69
74171,2426519,Sim,1301141-69
204462,2426519,Não,1301141-69
220666,2426519,Não,1301141-69
220539,2426519,Não,1301141-69
220649,2426519,Não,1301141-69
204512,2426519,Não,1301141-69
220691,2426519,Não,1301141-69
204481,2426519,Não,1301141-69
204541,2426519,Não,1301141-69
66828,2426519,Não,1301141-69
220656,2426519,Não,1301141-69
204365,2426519,Não,1301141-69
74550,2426519,Não,1301141-69
214694,2426519,Não,1301141-69
204474,2426519,Não,1301141-69
220559,2426519,Não,1301141-69
204536,2426519,Não,1301141-69
74856,2426519,Não,1301141-69
139285,2426519,Sim,1301141-69
74041,2426519,Não,1301141-69
220547,2426519,Não,1301141-69
220668,2426519,Não,1301141-69
220550,2426519,Não,1301141-69
160642,2426519,Não,1301141-69
160601,2426519,Não,1301141-69
115200,2426519,Não,1301141-69
153423,2426519,Não,1301141-69
220543,2426519,Não,1301141-69
220633,2426519,Não,1301141-69
220588,2426519,Não,1301141-69
165470,2426519,Não,1301141-69
204557,2426519,Não,1301141-69
224333,2426519,Não,1301141-69
220564,2426519,Não,1301141-69
220536,2426519,Não,1301141-69
204379,2416466,Não,1548579-186
220714,2416466,Não,1548579-186
221328,2416466,Não,1548579-186
204528,2416466,Sim,1548579-186
121948,2416466,Não,1548579-186
74646,2416466,Não,1548579-186
136811,2416466,Não,1548579-186
178835,2416466,Não,1548579-186
160527,2416466,Não,1548579-186
204495,2416466,Não,1548579-186
73579,2416466,Não,1548579-186
220538,2416466,Não,1548579-186
204501,2416466,Não,1548579-186
204571,2416466,Não,1548579-186
220542,2416466,Não,1548579-186
160545,2416466,Não,1548579-186
220554,2416466,Não,1548579-186
221148,2416466,Não,1548579-186
220576,2416466,Não,1548579-186
74057,2416466,Não,1548579-186
178927,2416466,Não,1548579-186
226708,2416466,Não,1548579-186
178881,2416466,Não,1548579-186
220707,2416466,Não,1548579-186
204356,2416466,Não,1548579-186
220715,2416466,Não,1548579-186
107970,2416466,Não,1548579-186
220556,2416466,Não,1548579-186
220632,2416466,Não,1548579-186
204423,2416466,Não,1548579-186
204515,2416466,Não,1548579-186
220676,2416466,Não,1548579-186
220544,2416466,Não,1548579-186
220638,2416466,Não,1548579-186
220675,2416466,Não,1548579-186
220549,2416466,Não,1548579-186
73433,2416466,Não,1548579-186
141391,2416466,Não,1548579-186
160541,2416466,Artigo 17,1548579-186
74090,2416466,Não,1548579-186
123086,2416466,Não,1548579-186
220577,2416466,Não,1548579-186
160512,2416466,Não,1548579-186
69871,2416466,Não,1548579-186
220605,2416466,Não,1548579-186
220612,2416466,Não,1548579-186
73701,2416466,Não,1548579-186
109429,2416466,Não,1548579-186
220683,2416466,Não,1548579-186
204374,2416466,Sim,1548579-186
204388,2416466,Não,1548579-186
160538,2416466,Não,1548579-186
220635,2416466,Não,1548579-186
220574,2416466,Sim,1548579-186
204572,2416466,Não,1548579-186
220690,2416466,Sim,1548579-186
178829,2416466,Não,1548579-186
204507,2416466,Sim,1548579-186
178993,2416466,Não,1548579-186
204460,2416466,Não,1548579-186
74262,2416466,Não,1548579-186
164360,2416466,Não,1548579-186
220704,2416466,Não,1548579-186
220699,2416466,Não,1548579-186
178876,2416466,Não,1548579-186
204504,2416466,Não,1548579-186
205476,2416466,Não,1548579-186
74171,2416466,Sim,1548579-186
220665,2416466,Não,1548579-186
74537,2416466,Não,1548579-186
141408,2416466,Não,1548579-186
98148,2416466,Não,1548579-186
220594,2416466,Não,1548579-186
204378,2416466,Não,1548579-186
220595,2416466,Não,1548579-186
220666,2416466,Não,1548579-186
220590,2416466,Não,1548579-186
178963,2416466,Não,1548579-186
220608,2416466,Não,1548579-186
204355,2416466,Não,1548579-186
220555,2416466,Não,1548579-186
220692,2416466,Não,1548579-186
74467,2416466,Não,1548579-186
220629,2416466,Não,1548579-186
220603,2416466,Não,1548579-186
220571,2416466,Não,1548579-186
74060,2416466,Não,1548579-186
220582,2416466,Não,1548579-186
204367,2416466,Sim,1548579-186
204459,2416466,Não,1548579-186
220557,2416466,Não,1548579-186
62881,2416466,Não,1548579-186
160552,2416466,Não,1548579-186
220659,2416466,Não,1548579-186
220539,2416466,Não,1548579-186
220565,2416466,Não,1548579-186
220561,2416466,Não,1548579-186
220642,2416466,Não,1548579-186
220673,2416466,Não,1548579-186
178908,2416466,Não,1548579-186
220583,2416466,Não,1548579-186
204512,2416466,Não,1548579-186
220701,2416466,Não,1548579-186
220652,2416466,Sim,1548579-186
220654,2416466,Sim,1548579-186
220619,2416466,Sim,1548579-186
220689,2416466,Não,1548579-186
220691,2416466,Não,1548579-186
178929,2416466,Sim,1548579-186
73768,2416466,Não,1548579-186
220671,2416466,Não,1548579-186
160599,2416466,Não,1548579-186
143632,2416466,Não,1548579-186
160758,2416466,Não,1548579-186
220573,2416466,Não,1548579-186
227433,2416466,Não,1548579-186
204450,2416466,Não,1548579-186
220610,2416466,Não,1548579-186
220688,2416466,Não,1548579-186
204518,2416466,Sim,1548579-186
204481,2416466,Sim,1548579-186
204351,2416466,Não,1548579-186
220528,2416466,Não,1548579-186
204412,2416466,Não,1548579-186
220674,2416466,Não,1548579-186
220686,2416466,Não,1548579-186
220540,2416466,Não,1548579-186
204541,2416466,Não,1548579-186
92346,2416466,Sim,1548579-186
141421,2416466,Não,1548579-186
220589,2416466,Não,1548579-186
204364,2416466,Não,1548579-186
229585,2416466,Não,1548579-186
178854,2416466,Não,1548579-186
218086,2416466,Não,1548579-186
198783,2416466,Não,1548579-186
161550,2416466,Não,1548579-186
220663,2416466,Não,1548579-186
220645,2416466,Sim,1548579-186
160575,2416466,Não,1548579-186
160640,2416466,Não,1548579-186
178871,2416466,Não,1548579-186
220681,2416466,Não,1548579-186
204368,2416466,Não,1548579-186
220653,2416466,Não,1548579-186
220712,2416466,Não,1548579-186
72442,2416466,Não,1548579-186
160666,2416466,Não,1548579-186
220656,2416466,Não,1548579-186
141431,2416466,Não,1548579-186
204445,2416466,Não,1548579-186
92699,2416466,Não,1548579-186
220545,2416466,Não,1548579-186
191923,2416466,Não,1548579-186
220700,2416466,Não,1548579-186
224117,2416466,Não,1548579-186
220708,2416466,Não,1548579-186
220611,2416466,Não,1548579-186
74374,2416466,Não,1548579-186
220587,2416466,Não,1548579-186
74383,2416466,Não,1548579-186
204491,2416466,Não,1548579-186
220529,2416466,Não,1548579-186
204365,2416466,Sim,1548579-186
220526,2416466,Sim,1548579-186
220531,2416466,Não,1548579-186
160673,2416466,Não,1548579-186
226179,2416466,Não,1548579-186
152605,2416466,Sim,1548579-186
204419,2416466,Não,1548579-186
198197,2416466,Não,1548579-186
220664,2416466,Não,1548579-186
220568,2416466,Sim,1548579-186
204408,2416466,Não,1548579-186
204456,2416466,Não,1548579-186
178964,2416466,Não,1548579-186
178873,2416466,Não,1548579-186
220537,2416466,Não,1548579-186
204444,2416466,Não,1548579-186
220672,2416466,Não,1548579-186
204539,2416466,Não,1548579-186
141450,2416466,Não,1548579-186
160674,2416466,Não,1548579-186
220563,2416466,Não,1548579-186
204533,2416466,Não,1548579-186
204508,2416466,Não,1548579-186
98615,2416466,Não,1548579-186
204436,2416466,Não,1548579-186
220696,2416466,Não,1548579-186
220670,2416466,Não,1548579-186
74848,2416466,Não,1548579-186
141456,2416466,Não,1548579-186
178970,2416466,Não,1548579-186
74550,2416466,Não,1548579-186
178910,2416466,Não,1548579-186
160548,2416466,Não,1548579-186
205550,2416466,Não,1548579-186
214694,2416466,Não,1548579-186
141464,2416466,Não,1548579-186
141470,2416466,Não,1548579-186
204472,2416466,Sim,1548579-186
204391,2416466,Não,1548579-186
209189,2416466,Não,1548579-186
220578,2416466,Não,1548579-186
74141,2416466,Não,1548579-186
204563,2416466,Não,1548579-186
204474,2416466,Não,1548579-186
220559,2416466,Sim,1548579-186
220640,2416466,Não,1548579-186
66385,2416466,Não,1548579-186
74317,2416466,Não,1548579-186
204372,2416466,Não,1548579-186
74253,2416466,Não,1548579-186
204457,2416466,Não,1548579-186
204497,2416466,Não,1548579-186
220677,2416466,Não,1548579-186
204536,2416466,Sim,1548579-186
74856,2416466,Não,1548579-186
141480,2416466,Não,1548579-186
220566,2416466,Não,1548579-186
80815,2416466,Não,1548579-186
74156,2416466,Não,1548579-186
92102,2416466,Não,1548579-186
139285,2416466,Não,1548579-186
74585,2416466,Não,1548579-186
220662,2416466,Não,1548579-186
220581,2416466,Não,1548579-186
178931,2416466,Não,1548579-186
220616,2416466,Não,1548579-186
222429,2416466,Não,1548579-186
73778,2416466,Não,1548579-186
204485,2416466,Não,1548579-186
74041,2416466,Não,1548579-186
141487,2416466,Não,1548579-186
204455,2416466,Não,1548579-186
178866,2416466,Não,1548579-186
220669,2416466,Não,1548579-186
166402,2416466,Não,1548579-186
220648,2416466,Não,1548579-186
156190,2416466,Sim,1548579-186
179000,2416466,Não,1548579-186
220599,2416466,Não,1548579-186
160161,2416466,Não,1548579-186
178983,2416466,Não,1548579-186
179001,2416466,Não,1548579-186
220687,2416466,Não,1548579-186
219585,2416466,Não,1548579-186
160535,2416466,Não,1548579-186
204431,2416466,Não,1548579-186
204506,2416466,Não,1548579-186
220547,2416466,Sim,1548579-186
220604,2416466,Não,1548579-186
204540,2416466,Não,1548579-186
178858,2416466,Não,1548579-186
178843,2416466,Não,1548579-186
220661,2416466,Não,1548579-186
220609,2416466,Não,1548579-186
220628,2416466,Não,1548579-186
220550,2416466,Sim,1548579-186
204486,2416466,Não,1548579-186
220607,2416466,Não,1548579-186
220591,2416466,Não,1548579-186
188097,2416466,Não,1548579-186
220585,2416466,Não,1548579-186
220530,2416466,Sim,1548579-186
178985,2416466,Não,1548579-186
178895,2416466,Não,1548579-186
178997,2416466,Não,1548579-186
220584,2416466,Não,1548579-186
204453,2416466,Não,1548579-186
204449,2416466,Não,1548579-186
220622,2416466,Não,1548579-186
220703,2416466,Não,1548579-186
229939,2416466,Não,1548579-186
204479,2416466,Não,1548579-186
209787,2416466,Sim,1548579-186
178986,2416466,Não,1548579-186
74159,2416466,Não,1548579-186
178987,2416466,Não,1548579-186
73692,2416466,Não,1548579-186
204422,2416466,Não,1548579-186
204441,2416466,Não,1548579-186
160556,2416466,Não,1548579-186
180214,2416466,Não,1548579-186
160642,2416466,Não,1548579-186
204570,2416466,Não,1548579-186
220615,2416466,Sim,1548579-186
204553,2416466,Não,1548579-186
74160,2416466,Não,1548579-186
171617,2416466,Não,1548579-186
141518,2416466,Não,1548579-186
220627,2416466,Não,1548579-186
220650,2416466,Não,1548579-186
178860,2416466,Não,1548579-186
160558,2416466,Não,1548579-186
204492,2416466,Não,1548579-186
220685,2416466,Não,1548579-186
74574,2416466,Não,1548579-186
220630,2416466,Não,1548579-186
122974,2416466,Não,1548579-186
204406,2416466,Não,1548579-186
204524,2416466,Não,1548579-186
220533,2416466,Não,1548579-186
204390,2416466,Não,1548579-186
220580,2416466,Não,1548579-186
221338,2416466,Sim,1548579-186
220532,2416466,Não,1548579-186
220626,2416466,Não,1548579-186
74084,2416466,Não,1548579-186
221378,2416466,Não,1548579-186
220606,2416466,Não,1548579-186
205865,2416466,Não,1548579-186
225386,2416466,Não,1548579-186
73801,2416466,Não,1548579-186
220543,2416466,Não,1548579-186
204362,2416466,Não,1548579-186
220694,2416466,Não,1548579-186
220633,2416466,Sim,1548579-186
204489,2416466,Não,1548579-186
220588,2416466,Não,1548579-186
220613,2416466,Não,1548579-186
220624,2416466,Não,1548579-186
220546,2416466,Não,1548579-186
141531,2416466,Não,1548579-186
220641,2416466,Não,1548579-186
204480,2416466,Não,1548579-186
160629,2416466,Não,1548579-186
220644,2416466,Não,1548579-186
220620,2416466,Não,1548579-186
73806,2416466,Não,1548579-186
178887,2416466,Não,1548579-186
73604,2416466,Não,1548579-186
204535,2416466,Sim,1548579-186
204416,2416466,Não,1548579-186
204387,2416466,Sim,1548579-186
220621,2416466,Sim,1548579-186
220618,2416466,Não,1548579-186
220713,2416466,Não,1548579-186
178933,2416466,Não,1548579-186
204557,2416466,Sim,1548579-186
204360,2416466,Não,1548579-186
220569,2416466,Não,1548579-186
104552,2416466,Não,1548579-186
220575,2416466,Não,1548579-186
178946,2416466,Não,1548579-186
92776,2416466,Não,1548579-186
