idDeputado,idFrente
104552.0,55700
220714.0,55700
204560.0,55700
136811.0,55700
204495.0,55700
73579.0,55700
220538.0,55700
204501.0,55700
220542.0,55700
220554.0,55700
178881.0,55700
220715.0,55700
204423.0,55700
220676.0,55700
220638.0,55700
141391.0,55700
74090.0,55700
160665.0,55700
69871.0,55700
220605.0,55700
220612.0,55700
109429.0,55700
220683.0,55700
160538.0,55700
220635.0,55700
220574.0,55700
220690.0,55700
178993.0,55700
220704.0,55700
204488.0,55700
73441.0,55700
205476.0,55700
220665.0,55700
74537.0,55700
141408.0,55700
88256.0,55700
98148.0,55700
204378.0,55700
220590.0,55700
178963.0,55700
204355.0,55700
220629.0,55700
74060.0,55700
220582.0,55700
204459.0,55700
220659.0,55700
220642.0,55700
204512.0,55700
220553.0,55700
73768.0,55700
220602.0,55700
160758.0,55700
220573.0,55700
227433.0,55700
204450.0,55700
220688.0,55700
204412.0,55700
220674.0,55700
220686.0,55700
220540.0,55700
220589.0,55700
218086.0,55700
220663.0,55700
160575.0,55700
220646.0,55700
160666.0,55700
220656.0,55700
204445.0,55700
204427.0,55700
160598.0,55700
204494.0,55700
204473.0,55700
220611.0,55700
74374.0,55700
204491.0,55700
220529.0,55700
220526.0,55700
198197.0,55700
178964.0,55700
178873.0,55700
220537.0,55700
220672.0,55700
141450.0,55700
220563.0,55700
98615.0,55700
220697.0,55700
178970.0,55700
74550.0,55700
160548.0,55700
178857.0,55700
215043.0,55700
204474.0,55700
204372.0,55700
74253.0,55700
204520.0,55700
204550.0,55700
74856.0,55700
220566.0,55700
74156.0,55700
74299.0,55700
139285.0,55700
220581.0,55700
178931.0,55700
220616.0,55700
141485.0,55700
73778.0,55700
74041.0,55700
141487.0,55700
229432.0,55700
204455.0,55700
220648.0,55700
150418.0,55700
160535.0,55700
74398.0,55700
178858.0,55700
220572.0,55700
220550.0,55700
204486.0,55700
220607.0,55700
220591.0,55700
188097.0,55700
220530.0,55700
178997.0,55700
204449.0,55700
204479.0,55700
178986.0,55700
74159.0,55700
204498.0,55700
204573.0,55700
220706.0,55700
160556.0,55700
160642.0,55700
204570.0,55700
74160.0,55700
74095.0,55700
160517.0,55700
220630.0,55700
204395.0,55700
160604.0,55700
204406.0,55700
204524.0,55700
73486.0,55700
220533.0,55700
204390.0,55700
221338.0,55700
220586.0,55700
204567.0,55700
74084.0,55700
74161.0,55700
205865.0,55700
178989.0,55700
153423.0,55700
175765.0,55700
221329.0,55700
220543.0,55700
204489.0,55700
220693.0,55700
220588.0,55700
220613.0,55700
220624.0,55700
230767.0,55700
141531.0,55700
223128.0,55700
141533.0,55700
220695.0,55700
204480.0,55700
160629.0,55700
204525.0,55700
73604.0,55700
160635.0,55700
226837.0,55700
204557.0,55700
74356.0,55700
220569.0,55700
204534.0,55700
204464.0,55700
220560.0,55700
220597.0,55700
160976.0,55700
178934.0,55700
74376.0,55700
204396.0,55700
137070.0,55700
141555.0,55700
160569.0,55700
224333.0,55700
74044.0,55700
230768.0,55700
220536.0,55700
160632.0,55700
220558.0,55700
204517.0,55700
220592.0,55700
226837.0,55702
204379.0,55702
204560.0,55702
73579.0,55702
160559.0,55702
220542.0,55702
220554.0,55702
221148.0,55702
74057.0,55702
204353.0,55702
226708.0,55702
178881.0,55702
107970.0,55702
133439.0,55702
220676.0,55702
123756.0,55702
220544.0,55702
160553.0,55702
220675.0,55702
220549.0,55702
74090.0,55702
160512.0,55702
220605.0,55702
220683.0,55702
210989.0,55702
220635.0,55702
143942.0,55702
220690.0,55702
204460.0,55702
74262.0,55702
220704.0,55702
220699.0,55702
204488.0,55702
204504.0,55702
220665.0,55702
141408.0,55702
98148.0,55702
220666.0,55702
141411.0,55702
220629.0,55702
220582.0,55702
204367.0,55702
160552.0,55702
220659.0,55702
220565.0,55702
220625.0,55702
220673.0,55702
220649.0,55702
220701.0,55702
220652.0,55702
220619.0,55702
220553.0,55702
220691.0,55702
178929.0,55702
143632.0,55702
160758.0,55702
220573.0,55702
204450.0,55702
220610.0,55702
220570.0,55702
204351.0,55702
204412.0,55702
220674.0,55702
220686.0,55702
220540.0,55702
220589.0,55702
218086.0,55702
198783.0,55702
220663.0,55702
160575.0,55702
178871.0,55702
220712.0,55702
66828.0,55702
220646.0,55702
92699.0,55702
220545.0,55702
160598.0,55702
191923.0,55702
220551.0,55702
220708.0,55702
220611.0,55702
74374.0,55702
74270.0,55702
220526.0,55702
198197.0,55702
220639.0,55702
204408.0,55702
204456.0,55702
220672.0,55702
141450.0,55702
98615.0,55702
220697.0,55702
178857.0,55702
204472.0,55702
74079.0,55702
215043.0,55702
220640.0,55702
74317.0,55702
74253.0,55702
204520.0,55702
204497.0,55702
204536.0,55702
74856.0,55702
220566.0,55702
80815.0,55702
139285.0,55702
74585.0,55702
138286.0,55702
220581.0,55702
178931.0,55702
178954.0,55702
204485.0,55702
74041.0,55702
229432.0,55702
220658.0,55702
204455.0,55702
162332.0,55702
220648.0,55702
220687.0,55702
204431.0,55702
220668.0,55702
74398.0,55702
74158.0,55702
178858.0,55702
220609.0,55702
220607.0,55702
188097.0,55702
178985.0,55702
178895.0,55702
160561.0,55702
178997.0,55702
220584.0,55702
220622.0,55702
204479.0,55702
204422.0,55702
204573.0,55702
160642.0,55702
220615.0,55702
74160.0,55702
141516.0,55702
220650.0,55702
160558.0,55702
220685.0,55702
220630.0,55702
122158.0,55702
160604.0,55702
161440.0,55702
204524.0,55702
73486.0,55702
160601.0,55702
220533.0,55702
204390.0,55702
221338.0,55702
220586.0,55702
220626.0,55702
204567.0,55702
74084.0,55702
220606.0,55702
205865.0,55702
178989.0,55702
153423.0,55702
220543.0,55702
220694.0,55702
220588.0,55702
220624.0,55702
141531.0,55702
223128.0,55702
220695.0,55702
204480.0,55702
163321.0,55702
204525.0,55702
220644.0,55702
160635.0,55702
204416.0,55702
204387.0,55702
220621.0,55702
220618.0,55702
204557.0,55702
204360.0,55702
220651.0,55702
104552.0,55702
178947.0,55702
92776.0,55702
204534.0,55702
220682.0,55702
220598.0,55702
220560.0,55702
220597.0,55702
204396.0,55702
141555.0,55702
178992.0,55702
160518.0,55702
74043.0,55702
74044.0,55702
220564.0,55702
220536.0,55702
160632.0,55702
220592.0,55702
73486.0,55695
220714.0,55695
221328.0,55695
204528.0,55695
121948.0,55695
136811.0,55695
178835.0,55695
204495.0,55695
73579.0,55695
220538.0,55695
160559.0,55695
204501.0,55695
220542.0,55695
220554.0,55695
221148.0,55695
220707.0,55695
220715.0,55695
107970.0,55695
220632.0,55695
204423.0,55695
133439.0,55695
220676.0,55695
220549.0,55695
69871.0,55695
220605.0,55695
73701.0,55695
109429.0,55695
204374.0,55695
204388.0,55695
160538.0,55695
210989.0,55695
220635.0,55695
220574.0,55695
143942.0,55695
220690.0,55695
213762.0,55695
178993.0,55695
204460.0,55695
204426.0,55695
141398.0,55695
220704.0,55695
178876.0,55695
204488.0,55695
73441.0,55695
204504.0,55695
205476.0,55695
141408.0,55695
98148.0,55695
220594.0,55695
204378.0,55695
220666.0,55695
220590.0,55695
178963.0,55695
220608.0,55695
220555.0,55695
74060.0,55695
204367.0,55695
204409.0,55695
220659.0,55695
220539.0,55695
220565.0,55695
220625.0,55695
220553.0,55695
220691.0,55695
220671.0,55695
160758.0,55695
220573.0,55695
220610.0,55695
220688.0,55695
220540.0,55695
220623.0,55695
220663.0,55695
160575.0,55695
160640.0,55695
220712.0,55695
220646.0,55695
204398.0,55695
160666.0,55695
204407.0,55695
220656.0,55695
204427.0,55695
160598.0,55695
220551.0,55695
204494.0,55695
220534.0,55695
224117.0,55695
220611.0,55695
220702.0,55695
74374.0,55695
74383.0,55695
204491.0,55695
74270.0,55695
220529.0,55695
160673.0,55695
220568.0,55695
178964.0,55695
178873.0,55695
220672.0,55695
178884.0,55695
141450.0,55695
220563.0,55695
220697.0,55695
214694.0,55695
178857.0,55695
74079.0,55695
209189.0,55695
220578.0,55695
204563.0,55695
220559.0,55695
204372.0,55695
74253.0,55695
204457.0,55695
204497.0,55695
204550.0,55695
162067.0,55695
204536.0,55695
98057.0,55695
220566.0,55695
80815.0,55695
74156.0,55695
74299.0,55695
74858.0,55695
220662.0,55695
204404.0,55695
138286.0,55695
178931.0,55695
178954.0,55695
160510.0,55695
204410.0,55695
141485.0,55695
74041.0,55695
141487.0,55695
204455.0,55695
204526.0,55695
220648.0,55695
156190.0,55695
220599.0,55695
133810.0,55695
179001.0,55695
220687.0,55695
150418.0,55695
160535.0,55695
220604.0,55695
220668.0,55695
74398.0,55695
220655.0,55695
74158.0,55695
204566.0,55695
178843.0,55695
220661.0,55695
220550.0,55695
220647.0,55695
204486.0,55695
220607.0,55695
220591.0,55695
178895.0,55695
178896.0,55695
204479.0,55695
73692.0,55695
160642.0,55695
204570.0,55695
220615.0,55695
74160.0,55695
220650.0,55695
220630.0,55695
122158.0,55695
160604.0,55695
204406.0,55695
161440.0,55695
221338.0,55695
220606.0,55695
178989.0,55695
153423.0,55695
204489.0,55695
220588.0,55695
220624.0,55695
141531.0,55695
165470.0,55695
220695.0,55695
204480.0,55695
160629.0,55695
163321.0,55695
204535.0,55695
204416.0,55695
220618.0,55695
226837.0,55695
104552.0,55695
178947.0,55695
178934.0,55695
157130.0,55695
74376.0,55695
141555.0,55695
178992.0,55695
91228.0,55695
220564.0,55695
220536.0,55695
204559.0,55695
160632.0,55695
220558.0,55695
220552.0,55695
205476.0,55697
204379.0,55697
204560.0,55697
204528.0,55697
121948.0,55697
73579.0,55697
220538.0,55697
204501.0,55697
220576.0,55697
74057.0,55697
178927.0,55697
178937.0,55697
220556.0,55697
220632.0,55697
220657.0,55697
160553.0,55697
74090.0,55697
160665.0,55697
69871.0,55697
220605.0,55697
220612.0,55697
73701.0,55697
109429.0,55697
220683.0,55697
204374.0,55697
204388.0,55697
160538.0,55697
220574.0,55697
204572.0,55697
220690.0,55697
213762.0,55697
74262.0,55697
141398.0,55697
220704.0,55697
220699.0,55697
73441.0,55697
204504.0,55697
74537.0,55697
141408.0,55697
98148.0,55697
220594.0,55697
220595.0,55697
220590.0,55697
204355.0,55697
220555.0,55697
220692.0,55697
220629.0,55697
220571.0,55697
74060.0,55697
204409.0,55697
62881.0,55697
160552.0,55697
220539.0,55697
220561.0,55697
220673.0,55697
220649.0,55697
178908.0,55697
204512.0,55697
220652.0,55697
220553.0,55697
220689.0,55697
160588.0,55697
220691.0,55697
178929.0,55697
220671.0,55697
220573.0,55697
220610.0,55697
220570.0,55697
220528.0,55697
204412.0,55697
220589.0,55697
204364.0,55697
178854.0,55697
225730.0,55697
230765.0,55697
160575.0,55697
204482.0,55697
171623.0,55697
204411.0,55697
191923.0,55697
220700.0,55697
204494.0,55697
224117.0,55697
220708.0,55697
178966.0,55697
74374.0,55697
74383.0,55697
204491.0,55697
74270.0,55697
220529.0,55697
204365.0,55697
152605.0,55697
220639.0,55697
178964.0,55697
178873.0,55697
220537.0,55697
220672.0,55697
178884.0,55697
141450.0,55697
204508.0,55697
98615.0,55697
74848.0,55697
