uri,nome,siglaSexo,dataNascimento,ufNascimento
https://dadosabertos.camara.leg.br/api/v2/deputados/74380,COLOMBO,M,1964-01-22,PR
https://dadosabertos.camara.leg.br/api/v2/deputados/74097,CONFÚCIO MOURA,M,1948-05-16,TO
https://dadosabertos.camara.leg.br/api/v2/deputados/73442,CORAUCI SOBRINHO,M,1945-08-24,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74538,CORIOLANO SALES,M,1943-08-01,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/73923,CORONEL ALVES,M,1959-09-02,PA
https://dadosabertos.camara.leg.br/api/v2/deputados/74654,DANILO DE CASTRO,M,1945-03-05,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74187,DARCI COELHO,M,1940-01-17,MA
https://dadosabertos.camara.leg.br/api/v2/deputados/73445,DELFIM NETTO,M,1928-05-01,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73704,DERVAL DE PAIVA,M,1942-06-24,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/74468,DOMICIANO CABRAL,M,1955-03-16,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/74343,DR. BENEDITO DIAS,M,1957-12-01,PA
https://dadosabertos.camara.leg.br/api/v2/deputados/74705,DR. EVILÁSIO,M,1952-02-06,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/74150,DR. FRANCISCO GONÇALVES,M,1947-12-29,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74680,DR. HELENO,M,1940-04-25,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/74779,DR. HÉLIO,M,1950-09-06,MS
https://dadosabertos.camara.leg.br/api/v2/deputados/73920,DR. RODOLFO PEREIRA,M,1968-01-10,RR
https://dadosabertos.camara.leg.br/api/v2/deputados/74381,DRA. CLAIR,F,1945-07-10,SC
https://dadosabertos.camara.leg.br/api/v2/deputados/74266,DURVAL ORLATO,M,1964-04-21,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73794,EDISON ANDRINO,M,1945-12-18,SC
https://dadosabertos.camara.leg.br/api/v2/deputados/73827,EDMUNDO GALDINO,M,1958-10-28,TO
https://dadosabertos.camara.leg.br/api/v2/deputados/74267,EDNA MACEDO,F,1948-04-01,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74416,EDUARDO CAMPOS,M,1965-08-10,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/74683,EDUARDO PAES,M,1969-11-14,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74344,EDUARDO SEABRA,M,1951-09-15,PA
https://dadosabertos.camara.leg.br/api/v2/deputados/74174,ELAINE COSTA,F,1959-05-12,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74268,ELIMAR MÁXIMO DAMASCENO,M,1951-02-17,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74198,ELISEU MOURA,M,1952-12-04,PI
https://dadosabertos.camara.leg.br/api/v2/deputados/74657,ELISEU RESENDE,M,1929-02-07,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74402,ENIO TATICO,M,1964-03-27,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74408,ENIVALDO RIBEIRO,M,1935-03-26,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/74393,ÉRICO RIBEIRO,M,1935-12-27,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/136377,FERNANDO ESTIMA,M,1978-01-13,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74487,FERNANDO WILLIAM,M,1954-05-15,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74771,FEU ROSA,M,1947-01-19,ES
https://dadosabertos.camara.leg.br/api/v2/deputados/74700,FLEURY,M,1949-03-30,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74033,FRANCISCA TRINDADE,F,1966-03-26,PI
https://dadosabertos.camara.leg.br/api/v2/deputados/74480,FRANCISCO APPIO,M,1947-11-24,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74844,FRANCISCO DORNELLES,M,1935-01-07,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74355,FRANCISCO GARCIA,M,1948-12-30,AM
https://dadosabertos.camara.leg.br/api/v2/deputados/74394,FRANCISCO TURRA,M,1942-09-16,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/137578,FRED KOHLER,M,1963-06-08,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74567,GERSON GABRIELLI,M,1949-08-21,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/74066,GERVÁSIO OLIVEIRA,M,1957-06-09,AP
https://dadosabertos.camara.leg.br/api/v2/deputados/74778,GILBERTO KASSAB,M,1960-08-12,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74294,GONZAGA MOTA,M,1942-12-09,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/74489,HAMILTON CASARA,M,1959-03-11,RO
https://dadosabertos.camara.leg.br/api/v2/deputados/73582,HELENILDO RIBEIRO,M,1946-09-28,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/73925,HÉLIO ESTEVES,M,1955-02-01,AP
https://dadosabertos.camara.leg.br/api/v2/deputados/74660,HERCULANO ANGHINETTI,M,1960-04-25,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/73946,HOMERO BARRETO,M,1951-12-03,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74325,IBERÊ FERREIRA,M,1944-02-27,RN
https://dadosabertos.camara.leg.br/api/v2/deputados/74663,IBRAHIM ABI-ACKEL,M,1926-03-02,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74271,ILDEU ARAUJO,M,1943-03-22,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74295,INÁCIO ARRUDA,M,1957-05-05,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/74469,INALDO LEITÃO,M,1951-11-04,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/138512,IRINEU RODRIGUES,M,1954-10-20,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74846,ITAMAR SERPA,M,1941-07-03,ES
https://dadosabertos.camara.leg.br/api/v2/deputados/74562,IVAN PAIXÃO,M,1952-04-20,SE
https://dadosabertos.camara.leg.br/api/v2/deputados/74387,IVAN RANZOLIN,M,1939-06-18,SC
https://dadosabertos.camara.leg.br/api/v2/deputados/74153,IVO JOSÉ,M,1953-07-01,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/133376,JAIR DE OLIVEIRA,M,1952-01-05,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74272,JAMIL MURAD,M,1943-02-20,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74031,JOÃO ALFREDO,M,1958-11-20,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/74261,JOÃO BATISTA,M,1944-02-24,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74131,JOÃO CARLOS BACELAR,M,1941-12-03,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/73941,JOÃO CORREIA,M,1953-05-22,AC
https://dadosabertos.camara.leg.br/api/v2/deputados/74054,JOÃO FONTES,M,1958-06-01,SE
https://dadosabertos.camara.leg.br/api/v2/deputados/73454,JOÃO GRANDÃO,M,1959-12-26,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73572,JOÃO MAGNO,M,1960-08-05,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74170,JOÃO MENDES DE JESUS,M,1953-01-27,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/74154,JOÃO PAULO GOMES DA SILVA,M,1950-08-05,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74240,JOÃO TOTA,M,1940-10-20,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/74477,JOAQUIM FRANCISCO,M,1948-04-14,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/73575,JOEL DE HOLLANDA,M,1943-04-01,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/74568,JONIVAL LUCAS JUNIOR,M,1967-01-31,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/74495,JORGE GOMES,M,1946-03-03,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/135476,JORGE VI,M,1961-07-20,AL
https://dadosabertos.camara.leg.br/api/v2/deputados/73775,JOSÉ BORBA,M,1949-07-14,PR
https://dadosabertos.camara.leg.br/api/v2/deputados/74671,JOSÉ CARLOS ELIAS,M,1954-06-01,ES
https://dadosabertos.camara.leg.br/api/v2/deputados/73462,JOSÉ CARLOS MARTINEZ,M,1948-05-23,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74782,JOSÉ DIRCEU,M,1946-03-16,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74175,JOSÉ DIVINO,M,1964-06-02,MS
https://dadosabertos.camara.leg.br/api/v2/deputados/73901,JOSE FORTUNATI,M,1955-10-24,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74401,JOSÉ IVO SARTORI,M,1948-02-25,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/73776,JOSÉ JANENE,M,1955-09-12,PR
https://dadosabertos.camara.leg.br/api/v2/deputados/74584,JOSÉ MILITÃO,M,1942-05-13,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74488,JOSÉ RAJÃO,M,1946-10-25,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74287,JOSÉ ROBERTO ARRUDA,M,1954-01-05,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74520,JOSÉ THOMAZ NONÔ,M,1947-08-17,AL
https://dadosabertos.camara.leg.br/api/v2/deputados/74176,JOSIAS QUINTAL,M,1947-12-29,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74276,JOVINO CÂNDIDO,M,1955-01-20,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74252,JUÍZA DENISE FROSSARD,F,1950-10-06,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/73942,JÚNIOR BETÃO,M,1977-03-10,AC
https://dadosabertos.camara.leg.br/api/v2/deputados/74493,JURANDIR BOIA,M,1942-04-12,AL
https://dadosabertos.camara.leg.br/api/v2/deputados/73592,KÁTIA ABREU,F,1962-02-02,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/74396,KELLY MORAES,F,1963-01-19,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74463,LAVOISIER MAIA,M,1928-10-09,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/73473,LEODEGAR TISCOSKI,M,1948-10-02,SC
https://dadosabertos.camara.leg.br/api/v2/deputados/74155,LEONARDO MATTOS,M,1955-11-09,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74800,LINO ROSSI,M,1957-10-08,PR
https://dadosabertos.camara.leg.br/api/v2/deputados/65987,LÚCIA BRAGA,F,1934-12-13,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/74028,LUCIANO LEITOA,M,1980-06-22,PI
https://dadosabertos.camara.leg.br/api/v2/deputados/73545,LUCIANO ZICA,M,1951-01-07,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/73546,LUIZ CARLOS SANTOS,M,1932-05-26,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74521,LUIZ DANTAS,M,1949-11-29,AL
https://dadosabertos.camara.leg.br/api/v2/deputados/74137,LUIZ EDUARDO GREENHALGH,M,1948-04-11,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74427,LUIZ PIAUHYLINO,M,1947-08-10,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/141337,LUIZ ROCHA FILHO,M,1964-06-03,MA
https://dadosabertos.camara.leg.br/api/v2/deputados/74486,LUIZ ROGERIO,M,1964-03-29,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74288,MANINHA,F,1948-09-13,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74164,MARCELINO FRAGA,M,1958-09-21,ES
https://dadosabertos.camara.leg.br/api/v2/deputados/74157,MARCELLO SIQUEIRA,M,1938-02-22,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/73548,MARCELO BARBIERI,M,1956-11-21,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74860,MÁRCIO FORTES,M,1944-10-04,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74279,MARCOS ABRAMO,M,1969-12-22,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74479,MARCOS DE JESUS,M,1958-10-24,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/74255,MARIA LUCIA,F,1953-03-25,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74485,MARIÂNGELA DUARTE,F,1946-04-03,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74329,MÁRIO ASSAD JÚNIOR,M,1965-08-11,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/73947,MAURÍCIO RABELO,M,1960-04-27,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74389,MAURO PASSOS,M,1948-09-12,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74786,MEDEIROS,M,1948-01-23,AM
https://dadosabertos.camara.leg.br/api/v2/deputados/65511,MIGUEL ARRAES,M,1916-12-15,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/73939,MIGUEL DE SOUZA,M,1953-12-25,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/74483,MILTON CARDIAS,M,1948-05-05,PR
https://dadosabertos.camara.leg.br/api/v2/deputados/74690,MIRIAM REID,F,1957-06-15,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/73984,MOISÉS LIPNIK,M,1953-08-05,
https://dadosabertos.camara.leg.br/api/v2/deputados/74034,MORAES SOUZA,M,1937-01-15,PI
https://dadosabertos.camara.leg.br/api/v2/deputados/74863,MOREIRA FRANCO,M,1944-10-19,PI
https://dadosabertos.camara.leg.br/api/v2/deputados/74464,MÚCIO SÁ,M,1952-04-05,RN
https://dadosabertos.camara.leg.br/api/v2/deputados/74375,MURILO ZAUITH,M,1950-07-17,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73499,NARCISO MENDES,M,1946-07-18,RN
https://dadosabertos.camara.leg.br/api/v2/deputados/74225,NEIVA MOREIRA,M,1917-10-10,MA
https://dadosabertos.camara.leg.br/api/v2/deputados/74790,NEUTON LIMA,M,1965-04-27,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74327,NEY LOPES,M,1945-02-14,RN
https://dadosabertos.camara.leg.br/api/v2/deputados/74369,NEYDE APARECIDA,F,1952-09-06,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/74080,NICIAS RIBEIRO,M,1948-05-09,PA
https://dadosabertos.camara.leg.br/api/v2/deputados/74776,NILTON BAIANO,M,1941-07-12,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/73684,ORLANDO DESCONSI,M,1963-12-11,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/73603,ORLANDO FANTAZZINI,M,1958-09-14,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74753,OSMÂNIO PEREIRA,M,1943-08-17,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74444,PASTOR AMARILDO,M,1962-08-22,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/74046,PASTOR FRANCISCO OLÍMPIO,M,1946-05-14,RN
https://dadosabertos.camara.leg.br/api/v2/deputados/62926,PASTOR REINALDO,M,1949-02-14,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74390,PAULO AFONSO,M,1958-05-10,PI
https://dadosabertos.camara.leg.br/api/v2/deputados/74692,PAULO BALTAZAR,M,1949-11-25,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/73784,PAULO BERNARDO,M,1952-03-10,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73485,PAULO GOUVÊA,M,1964-04-19,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74791,PAULO KOBAYASHI,M,1945-06-30,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74448,PAULO MARINHO,M,1958-12-01,MA
https://dadosabertos.camara.leg.br/api/v2/deputados/73672,PEDRO CANEDO,M,1949-06-20,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/74431,PEDRO CORRÊA,M,1948-01-07,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74637,PEDRO IRUJO,M,1930-06-29,
https://dadosabertos.camara.leg.br/api/v2/deputados/73455,PEDRO PEDROSSIAN,M,1966-06-28,MT
https://dadosabertos.camara.leg.br/api/v2/deputados/74756,PHILEMON RODRIGUES,M,1932-06-19,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/74304,PINHEIRO LANDIM,M,1943-11-20,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/74280,PROFESSOR IRAPUAN TEIXEIRA,M,1948-12-07,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74792,PROFESSOR LUIZINHO,M,1955-04-18,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74035,PROMOTOR AFONSO GIL,M,1951-01-26,PA
https://dadosabertos.camara.leg.br/api/v2/deputados/73574,REGINALDO GERMANO,M,1954-09-21,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74256,REINALDO BETÃO,M,1959-02-07,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/73693,REINALDO GRIPP,M,1952-02-11,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74208,REMI TRINTA,M,1940-02-11,MA
https://dadosabertos.camara.leg.br/api/v2/deputados/74166,RENATO CASAGRANDE,M,1960-12-03,ES
https://dadosabertos.camara.leg.br/api/v2/deputados/74557,RICARDO FIUZA,M,1939-09-06,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/74023,RICARDO RIQUE,M,1954-07-09,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/140241,RICARDO SANTOS,M,1945-02-07,ES
https://dadosabertos.camara.leg.br/api/v2/deputados/64224,ROBÉRIO NUNES,M,1964-11-03,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/74758,ROBERTO BRANT,M,1942-05-02,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74281,ROBERTO GOUVEIA,M,1955-06-06,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/73420,ROBERTO JEFFERSON,M,1953-06-14,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74051,ROGÉRIO TEÓFILO,M,1957-04-27,AL
https://dadosabertos.camara.leg.br/api/v2/deputados/74640,ROLAND LAVIGNE,M,1962-04-28,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/74759,ROMEL ANIZIO,M,1946-05-01,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74591,ROMEU QUEIROZ,M,1948-11-09,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74306,ROMMEL FEIJÓ,M,1953-02-08,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/73421,RONALDO CEZAR COELHO,M,1947-03-23,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/73948,RONALDO DIMAS,M,1961-04-27,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74592,RONALDO VASCONCELLOS,M,1950-04-23,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74184,RONIVON SANTIAGO,M,1950-10-14,AC
https://dadosabertos.camara.leg.br/api/v2/deputados/74482,RUBINELLI,M,1964-02-22,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74434,SALATIEL CARVALHO,M,1954-04-05,MA
https://dadosabertos.camara.leg.br/api/v2/deputados/74403,SELMA SCHONS,F,1948-06-22,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/73885,SERAFIM VENZON,M,1953-06-19,SC
https://dadosabertos.camara.leg.br/api/v2/deputados/74497,SÉRGIO CAIADO,M,1950-01-28,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/74360,SÉRGIO CARVALHO,M,1955-03-25,PR
https://dadosabertos.camara.leg.br/api/v2/deputados/74763,SÉRGIO MIRANDA,M,1947-11-23,PA
https://dadosabertos.camara.leg.br/api/v2/deputados/74436,SEVERINO CAVALCANTI,M,1930-12-18,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/73718,SIGMARINGA SEIXAS,M,1944-11-07,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74492,SIMPLÍCIO MÁRIO,M,1952-05-02,PI
https://dadosabertos.camara.leg.br/api/v2/deputados/74085,SOCORRO GOMES,F,1952-01-12,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/73922,SUELY CAMPOS,F,1953-05-14,RR
https://dadosabertos.camara.leg.br/api/v2/deputados/74029,TEREZINHA FERNANDES,F,1955-10-29,MA
https://dadosabertos.camara.leg.br/api/v2/deputados/73652,TETÉ BEZERRA,F,1957-07-20,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/134116,THAÍS BARBOSA,F,1940-11-01,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/74494,VADINHO BAIÃO,M,1959-03-07,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74070,VALDENOR GUEDES,M,1954-01-31,AP
https://dadosabertos.camara.leg.br/api/v2/deputados/74282,VANDERLEI ASSIS,M,1945-10-29,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/73566,VICENTE CASCIONE,M,1942-07-14,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/137759,VICENTE CHELOTTI,M,1950-09-27,
https://dadosabertos.camara.leg.br/api/v2/deputados/74259,VIEIRA REIS,M,1959-07-06,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/134893,VITORASSI,M,1959-07-11,PR
https://dadosabertos.camara.leg.br/api/v2/deputados/74768,VITTORIO MEDIOLI,M,1951-05-03,
https://dadosabertos.camara.leg.br/api/v2/deputados/65551,WAGNER LAGO,M,1944-02-15,MA
https://dadosabertos.camara.leg.br/api/v2/deputados/133370,WALTER BARELLI,M,1938-07-25,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74702,WANDERVAL SANTOS,M,1956-10-09,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74481,WASNY DE ROURE,M,1951-05-10,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/73991,WILSON CIGNACHI,M,1945-10-29,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74801,WILSON SANTOS,M,1961-08-26,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74797,XICO GRAZIANO,M,1953-01-15,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74496,ZARATTINI,M,1935-02-06,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73932,ZÉ LIMA,M,1946-10-31,MA
https://dadosabertos.camara.leg.br/api/v2/deputados/74144,ZELINDA NOVAES,F,1944-12-25,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/73944,ZICO BRONZEADO,M,1968-10-15,AC
https://dadosabertos.camara.leg.br/api/v2/deputados/73645,ZULAIÊ COBRA,F,1943-11-18,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74524,ADELSON RIBEIRO,M,1965-03-30,SE
https://dadosabertos.camara.leg.br/api/v2/deputados/74645,ADEMIR LUCAS,M,1943-09-29,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74450,ADOLFO MARINHO,M,1944-10-10,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/73996,ADROALDO STRECK,M,1935-04-13,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74340,AIRTON CASCAVEL,M,1964-05-04,PR
https://dadosabertos.camara.leg.br/api/v2/deputados/73888,AIRTON DIPP,M,1950-10-15,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74440,ALBÉRICO CORDEIRO,M,1941-09-28,AL
https://dadosabertos.camara.leg.br/api/v2/deputados/74014,ALCIONE ATHAYDE,F,1954-07-11,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/73662,ALDO ARANTES,M,1938-12-20,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/74697,ALOIZIO MERCADANTE,M,1954-05-13,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73581,ALOÍZIO SANTOS,M,1940-10-11,SE
https://dadosabertos.camara.leg.br/api/v2/deputados/74404,ALVARO GAUDENCIO NETO,M,1957-02-23,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/74248,ANA CATARINA,F,1948-12-09,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/73686,ANA CORSO,F,1958-10-15,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74698,ANDRÉ BENASSI,M,1937-06-14,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73468,ANTÔNIO CARLOS KONDER REIS,M,1924-12-16,SC
https://dadosabertos.camara.leg.br/api/v2/deputados/74647,ANTÔNIO DO VALLE,M,1947-01-04,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74415,ANTÔNIO GERALDO,M,1955-11-05,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/73646,ANTÔNIO JOAQUIM,M,1956-01-01,GO
https://dadosabertos.camara.leg.br/api/v2/deputados/74186,ANTÔNIO JORGE,M,1951-09-09,TO
https://dadosabertos.camara.leg.br/api/v2/deputados/73589,ANTÔNIO JOSÉ MOTA,M,1967-06-11,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/73432,ANTONIO KANDIR,M,1953-05-02,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73681,ARISTON ANDRADE,M,1942-11-09,BA
https://dadosabertos.camara.leg.br/api/v2/deputados/74217,ARLINDO VARGAS,M,1948-01-14,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74089,ARTHUR VIRGÍLIO,M,1945-11-15,AM
https://dadosabertos.camara.leg.br/api/v2/deputados/74561,AUGUSTO FRANCO,M,1971-03-26,SE
https://dadosabertos.camara.leg.br/api/v2/deputados/74465,AVENZOAR ARRUDA,M,1962-04-13,PB
https://dadosabertos.camara.leg.br/api/v2/deputados/73767,BASÍLIO VILLANI,M,1940-09-03,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74814,BEN-HUR FERREIRA,M,1964-01-11,MS
https://dadosabertos.camara.leg.br/api/v2/deputados/73479,CAIO RIELA,M,1958-11-08,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/74834,CANDINHO MATTOS,M,1944-07-25,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/73583,CARLOS CURY,M,1957-06-02,RO
https://dadosabertos.camara.leg.br/api/v2/deputados/74652,CARLOS MOSCONI,M,1944-05-24,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74703,CELSO GIGLIO,M,1941-02-19,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74453,CHIQUINHO FEITOSA,M,1964-07-03,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/74475,CLEMENTINO COELHO,M,1954-07-18,PE
https://dadosabertos.camara.leg.br/api/v2/deputados/73689,CLOVIS ILGENFRITZ,M,1939-03-13,RS
https://dadosabertos.camara.leg.br/api/v2/deputados/73833,CLOVIS QUEIROZ,M,1951-03-05,AC
https://dadosabertos.camara.leg.br/api/v2/deputados/73585,CLOVIS VOLPI,M,1948-02-20,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/74677,CORNÉLIO RIBEIRO,M,1948-05-25,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/74678,CORONEL GARCIA,M,1956-09-27,RJ
https://dadosabertos.camara.leg.br/api/v2/deputados/73832,CRESCÊNCIO PEREIRA JR.,M,1958-01-25,CE
https://dadosabertos.camara.leg.br/api/v2/deputados/73443,CUNHA BUENO,M,1949-06-17,SP
https://dadosabertos.camara.leg.br/api/v2/deputados/73554,DE VELASCO,M,1937-02-10,MG
https://dadosabertos.camara.leg.br/api/v2/deputados/74347,DEUSDETH PANTOJA,M,1946-11-03,PA
